0.000000000000000000e+00 -4.810917300000000160e-03 -4.810917300000000160e-03 7.250158500000000207e-03 3.413723020299999966e+00 3.413723020299999966e+00 4.722556688000000058e+00 4.722556688000000058e+00 6.433820569299999903e+00 6.433820569299999903e+00 9.492717170700000651e+00 1.132734561030000009e+01 1.225894000679999962e+01 1.225894000679999962e+01 1.421274306239999952e+01 1.481636083489999933e+01 1.599178380270000055e+01 1.826273835539999979e+01 1.826273835539999979e+01
3.696000000000000067e-03 7.022739620000000016e-02 1.880064015000000033e-01 3.392804207999999822e-01 3.425475957400000215e+00 3.433540986100000136e+00 4.722641625299999646e+00 4.731858371100000404e+00 6.462207562899999758e+00 6.526183767600000074e+00 9.496220986699999145e+00 1.131995046770000002e+01 1.227131915310000032e+01 1.229607978890000020e+01 1.421697515860000038e+01 1.482008101009999912e+01 1.595806141519999954e+01 1.826236715840000002e+01 1.829604880340000150e+01
7.392000000000000133e-03 1.456016787999999951e-01 3.757397232999999948e-01 6.775087308999999669e-01 3.460059154900000156e+00 3.492132596799999877e+00 4.722971814700000159e+00 4.759614249000000186e+00 6.544815685799999727e+00 6.785159283599999647e+00 9.506734893999999159e+00 1.129981744330000026e+01 1.230639275879999950e+01 1.240990246029999966e+01 1.422979980240000053e+01 1.483198142360000027e+01 1.586256295279999939e+01 1.826125776050000127e+01 1.839031542140000042e+01
1.108800000000000063e-02 2.310827796000000101e-01 5.627178819999999471e-01 1.013875078699999932e+00 3.515549826300000014e+00 3.587056059600000069e+00 4.723783973699999805e+00 4.805386346299999722e+00 6.674379609899999899e+00 7.163436326700000301e+00 9.524265277499999627e+00 1.127209743080000059e+01 1.235899869340000023e+01 1.260652860279999921e+01 1.425157544280000010e+01 1.485469590129999951e+01 1.571857722320000050e+01 1.825942301970000159e+01 1.853226201109999849e+01
1.478400000000000027e-02 3.287797179999999986e-01 7.485776598000000170e-01 1.348023090299999893e+00 3.589039139500000086e+00 3.714671257700000062e+00 4.725510569899999957e+00 4.868475121800000416e+00 6.839965070099999878e+00 7.600568365600000043e+00 9.548819597999999687e+00 1.124310407880000007e+01 1.242287867960000014e+01 1.289159327980000036e+01 1.428280688489999939e+01 1.489441397500000086e+01 1.554043486740000013e+01 1.825688524519999945e+01 1.870758117949999999e+01
1.848009999999999931e-02 4.390851161000000058e-01 9.329272052999999509e-01 1.679779047600000075e+00 3.676930619799999800e+00 3.870628661900000100e+00 4.728846477400000303e+00 4.947960619899999912e+00 7.028345907800000347e+00 8.039556622699999267e+00 9.580402061099999145e+00 1.121897753530000053e+01 1.249211063689999968e+01 1.326031254399999959e+01 1.432399669409999987e+01 1.496560608330000086e+01 1.533982493170000083e+01 1.825367734450000157e+01 1.890462089160000048e+01
2.217610000000000067e-02 5.612425993999999863e-01 1.115349020100000033e+00 2.008989824699999982e+00 3.775154456500000144e+00 4.050334068399999765e+00 4.734862685999999599e+00 5.042752256800000055e+00 7.225408231200000309e+00 8.439143428099999511e+00 9.619008369099999456e+00 1.120518888279999992e+01 1.256169128039999983e+01 1.367823644109999925e+01 1.437543180930000020e+01 1.510348516770000060e+01 1.512523462000000052e+01 1.824984410509999933e+01 1.911494867349999893e+01
2.587209999999999857e-02 6.939220860000000490e-01 1.295395560600000051e+00 2.335456847000000113e+00 3.879222512000000123e+00 4.249306606500000250e+00 4.745184817800000232e+00 5.151641635499999872e+00 7.417418809499999988e+00 8.779041205800000469e+00 9.664620228600000473e+00 1.120639142699999979e+01 1.262768737749999914e+01 1.405922587389999912e+01 1.443692942390000056e+01 1.490262179129999964e+01 1.538188420510000043e+01 1.824544332030000149e+01 1.933268351950000152e+01
2.956809999999999994e-02 8.356138109999999841e-01 1.472586243300000097e+00 2.658932651999999841e+00 3.984119075300000201e+00 4.463406650499999628e+00 4.762234350800000016e+00 5.273353521899999841e+00 7.592134726300000303e+00 9.056981082900000146e+00 9.717200302800000244e+00 1.122620792829999914e+01 1.268727087789999963e+01 1.431249568169999975e+01 1.450760003819999966e+01 1.467620470539999999e+01 1.586825437969999975e+01 1.824054643919999918e+01 1.955371058529999928e+01
3.326409999999999784e-02 9.848482285999999863e-01 1.646406970599999964e+00 2.979137635199999856e+00 4.084152299400000352e+00 4.688949975799999947e+00 4.789428886899999682e+00 5.406591599399999559e+00 7.739760338299999987e+00 9.280994045099999923e+00 9.776688204199999177e+00 1.126682638820000015e+01 1.273871980450000052e+01 1.444905669309999929e+01 1.444936916720000042e+01 1.458570732309999940e+01 1.652323665260000141e+01 1.823523841900000164e+01 1.977509055439999841e+01
