3.660651613865347542e+00 2.522594361841506316e+00 2.522594361841871802e+00 5.795605964953000289e+00
3.721722299529799383e+00 2.364758407057099276e+00 2.364758407057624190e+00 5.391837633645113925e+00
3.782792985194251223e+00 2.194217975990810476e+00 2.194217975991474834e+00 4.964826816933010534e+00
3.843863670858703063e+00 2.011722024020056399e+00 2.011722024020789590e+00 4.517624611187193828e+00
3.904934356523154904e+00 1.818116302901976011e+00 1.818116302902730519e+00 4.053158509312617674e+00
3.966005042187606744e+00 1.614342553743566944e+00 1.614342553744386510e+00 3.574183165548861840e+00
4.027075727852058584e+00 1.401435295261689307e+00 1.401435295262685843e+00 3.083243507785261794e+00
4.088146413516509980e+00 1.180516296407633448e+00 1.180516296408794519e+00 2.582652099832491999e+00
4.149217099180962265e+00 9.527869436070129927e-01 9.527869436081535248e-01 2.074481990467308634e+00
4.210287784845413661e+00 7.195187247346347403e-01 7.195187247355094851e-01 1.560575463236216986e+00
4.271358470509865057e+00 4.820419874610965549e-01 4.820419874616373446e-01 1.042568163374317791e+00
4.332429156174317342e+00 2.417330768420488385e-01 2.417330768425101917e-01 5.219270913068257967e-01
4.393499841838768738e+00 -1.431725986425725133e-07 8.981427738330764595e-08 1.297513751741161642e-07
4.450241641815248173e+00 1.665906302062470368e-01 3.100321514102049592e-01 4.607249124317045474e-01
4.506983441791728495e+00 3.333778201257709406e-01 6.198031523045147706e-01 9.196227687806781681e-01
4.563725241768207930e+00 5.005511314946127222e-01 9.290449226479510214e-01 1.374858049569276375e+00
4.620467041744687364e+00 6.682861988303691048e-01 1.237475795895696118e+00 1.824579131120732889e+00
4.677208841721167687e+00 8.367379475148082335e-01 1.544794401708198039e+00 2.266912260573504589e+00
4.733950641697647121e+00 1.006034053449639254e+00 1.850674341897021291e+00 2.699957881158869366e+00
4.790692441674127444e+00 1.176268753608039175e+00 2.154759886994547013e+00 3.121789954608213957e+00
4.847434241650606879e+00 1.347497125017307784e+00 2.456662879403527455e+00 3.530458813538610130e+00
4.904176041627086313e+00 1.519729947375471957e+00 2.755960972975382450e+00 3.923997941152546964e+00
4.960917841603566636e+00 1.692929251722451456e+00 3.052197272772873671e+00 4.300434926217890030e+00
5.017659641580046070e+00 1.867004637889905672e+00 3.344881370195205150e+00 4.657806687620467123e+00
5.074401441556525505e+00 2.041810422099533451e+00 3.633491705444495068e+00 4.994178914810378345e+00
5.131143241533005828e+00 2.217143657799405254e+00 3.917479137212539708e+00 5.307669537031577178e+00
5.187885041509485262e+00 2.392743060033904356e+00 4.196271560607162776e+00 5.596475921792784192e+00
5.244626841485965585e+00 2.568288855772352886e+00 4.469279387462262498e+00 5.858905415266909777e+00
5.301368641462445019e+00 2.743403576798232102e+00 4.735901685167640984e+00 6.093408775454137505e+00
5.358110441438924454e+00 2.917653804344626955e+00 4.995532758052015687e+00 6.298616012756697913e+00
5.414852241415404777e+00 3.090552862939449863e+00 5.247568947847077503e+00 6.473374141200234355e+00
5.471594041391884211e+00 3.261564444228346460e+00 5.491415427543644867e+00 6.616786355729663782e+00
5.528335841368363646e+00 3.430107121366825496e+00 5.726492767908022863e+00 6.728252184869570662e+00
5.585077641344843968e+00 3.595559693783775046e+00 5.952243069760354999e+00 6.807508219442937047e+00
5.641819441321323403e+00 3.757267283678419556e+00 6.168135478170696295e+00 6.854669078328389453e+00
5.698561241297802837e+00 3.914548091442306088e+00 6.373670925600147363e+00 6.870268324964372120e+00
5.755303041274283160e+00 4.066700707609909315e+00 6.568385987054524477e+00 6.855299064848409785e+00
5.812044841250762595e+00 4.213011872852328032e+00 6.751855768649630107e+00 6.811253887754882719e+00
5.868786641227242029e+00 4.352764573219311650e+00 6.740163595415982201e+00 6.923695789453672589e+00
5.925528441203722352e+00 4.485246353880823378e+00 6.644633665705089953e+00 7.083562854034444634e+00
5.982270241180201786e+00 4.609757730546716559e+00 6.527876490716784552e+00 7.231154949594886361e+00
6.039012041156682109e+00 4.725620574148250874e+00 6.393735882483939648e+00 7.366210236862406724e+00
