0.000000000000000000e+00 4.296478999999999967e-04 4.296478999999999967e-04 4.296479999999999765e-04 1.631889954720000091e+01 1.631889954720000091e+01 1.631889954720000091e+01
1.835199999999999939e-03 9.525133019999999784e-02 9.525133019999999784e-02 1.613222978999999946e-01 1.631825735649999842e+01 1.631825735649999842e+01 1.631873536129999991e+01
3.670399999999999878e-03 1.904784352999999986e-01 1.904784352999999986e-01 3.226122256000000244e-01 1.631633078990000030e+01 1.631633078990000030e+01 1.631824169269999913e+01
5.505600000000000251e-03 2.856602310999999950e-01 2.856602310999999950e-01 4.838393735000000029e-01 1.631311987280000153e+01 1.631311987280000153e+01 1.631741521809999895e+01
7.340799999999999756e-03 3.807734374999999782e-01 3.807734374999999782e-01 6.449722464999999572e-01 1.630862467920000114e+01 1.630862467920000114e+01 1.631625043100000028e+01
9.176000000000000129e-03 4.757947028999999772e-01 4.757947028999999772e-01 8.059796232000000504e-01 1.630284537780000065e+01 1.630284537780000065e+01 1.631473969050000150e+01
1.101120000000000050e-02 5.707003554999999784e-01 5.707003554999999784e-01 9.668305125999999694e-01 1.629578229699999881e+01 1.629578229699999881e+01 1.631287328790000046e+01
1.284650000000000028e-02 6.654662940000000138e-01 6.654662940000000138e-01 1.127494190600000001e+00 1.628743600640000011e+01 1.628743600640000011e+01 1.631063953179999970e+01
1.468170000000000065e-02 7.600678968999999841e-01 7.600678968999999841e-01 1.287940247200000110e+00 1.627780741549999988e+01 1.627780741549999988e+01 1.630802484990000067e+01
1.651690000000000103e-02 8.544799376999999696e-01 8.544799376999999696e-01 1.448138632700000095e+00 1.626689788739999898e+01 1.626689788739999898e+01 1.630501390690000107e+01
1.835209999999999966e-02 9.486765023000000019e-01 9.486765023000000019e-01 1.608059703999999979e+00 1.625470936700000024e+01 1.625470936700000024e+01 1.630158973660000044e+01
2.018729999999999830e-02 1.042630910600000016e+00 1.042630910600000016e+00 1.767674268900000012e+00 1.624124452219999881e+01 1.624124452219999881e+01 1.629773388790000155e+01
2.202250000000000041e-02 1.136315639099999997e+00 1.136315639099999997e+00 1.926953628299999943e+00 1.622650689669999835e+01 1.622650689669999835e+01 1.629342658190000037e+01
2.385769999999999905e-02 1.229702248599999992e+00 1.229702248599999992e+00 2.085869616300000118e+00 1.621050107230000137e+01 1.621050107230000137e+01 1.628864687929999988e+01
2.569290000000000115e-02 1.322761313400000027e+00 1.322761313400000027e+00 2.244394638200000180e+00 1.619323284040000033e+01 1.619323284040000033e+01 1.628337285630000153e+01
2.752809999999999979e-02 1.415462356299999946e+00 1.415462356299999946e+00 2.402501704900000146e+00 1.617470937890000116e+01 1.617470937890000116e+01 1.627758178619999896e+01
2.936329999999999843e-02 1.507773786700000063e+00 1.507773786700000063e+00 2.560164465999999805e+00 1.615493943410000099e+01 1.615493943410000099e+01 1.627125032700000062e+01
3.119850000000000054e-02 1.599662844000000028e+00 1.599662844000000028e+00 2.717357239400000068e+00 1.613393350589999997e+01 1.613393350589999997e+01 1.626435471019999923e+01
3.303369999999999918e-02 1.691095546999999977e+00 1.691095546999999977e+00 2.874055037499999798e+00 1.611170403219999869e+01 1.611170403219999869e+01 1.625687093160000174e+01
3.486899999999999722e-02 1.782036648300000081e+00 1.782036648300000081e+00 3.030233591600000054e+00 1.608826557269999924e+01 1.608826557269999924e+01 1.624877494069999884e+01
3.670419999999999933e-02 1.872449596100000058e+00 1.872449596100000058e+00 3.185869372500000019e+00 1.606363498940000056e+01 1.606363498940000056e+01 1.624004282710000169e+01
3.853940000000000143e-02 1.962296502899999906e+00 1.962296502899999906e+00 3.340939608299999808e+00 1.603783162030000042e+01 1.603783162030000042e+01 1.623065100239999836e+01
4.037459999999999660e-02 2.051538122300000211e+00 2.051538122300000211e+00 3.495422299199999916e+00 1.601087744650000033e+01 1.601087744650000033e+01 1.622057637549999853e+01
4.220979999999999871e-02 2.140133834199999807e+00 2.140133834199999807e+00 3.649296229299999972e+00 1.598279724820000069e+01 1.598279724820000069e+01 1.620979652020000117e+01
4.404500000000000082e-02 2.228041639699999799e+00 2.228041639699999799e+00 3.802540975299999904e+00 1.595361874980000039e+01 1.595361874980000039e+01 1.619828983349999874e+01
4.588020000000000292e-02 2.315218165700000164e+00 2.315218165700000164e+00 3.955136912299999974e+00 1.592337274990000040e+01 1.592337274990000040e+01 1.618603568170000173e+01
4.771539999999999809e-02 2.401618680699999953e+00 2.401618680699999953e+00 4.107065216799999696e+00 1.589209323609999913e+01 1.589209323609999913e+01 1.617301453609999840e+01
4.955060000000000020e-02 2.487197122099999991e+00 2.487197122099999991e+00 4.258307866700000055e+00 1.585981748060000029e+01 1.585981748060000029e+01 1.615920809380000023e+01
5.138580000000000231e-02 2.571906135699999929e+00 2.571906135699999929e+00 4.408847638600000174e+00 1.582658611719999975e+01 1.582658611719999975e+01 1.614459938550000118e+01
5.322099999999999748e-02 2.655697129500000031e+00 2.655697129500000031e+00 4.558668102699999558e+00 1.579244319540000063e+01 1.579244319540000063e+01 1.612917286660000116e+01
5.505619999999999958e-02 2.738520340100000006e+00 2.738520340100000006e+00 4.707753614599999636e+00 1.575743621169999997e+01 1.575743621169999997e+01 1.611291449409999998e+01
5.689140000000000169e-02 2.820324914800000027e+00 2.820324914800000027e+00 4.856089305200000261e+00 1.572161611549999982e+01 1.572161611549999982e+01 1.609581178619999875e+01
5.872669999999999974e-02 2.901059009799999977e+00 2.901059009799999977e+00 5.003661068000000434e+00 1.568503728860000024e+01 1.568503728860000024e+01 1.607785386580000164e+01
